0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000001	0.000000
0.000001	0.000000
0.000002	0.000000
0.000003	0.000000
0.000005	0.000001
0.000008	0.000001
0.000012	0.000002
0.000018	0.000003
0.000025	0.000004
0.000035	0.000006
0.000049	0.000009
0.000066	0.000013
0.000088	0.000019
0.000115	0.000026
0.000150	0.000035
0.000192	0.000047
0.000243	0.000062
0.000305	0.000081
0.000380	0.000105
0.000468	0.000135
0.000573	0.000171
0.000696	0.000215
0.000839	0.000269
0.001006	0.000333
0.001198	0.000410
0.001418	0.000502
0.001670	0.000610
0.001956	0.000736
0.002280	0.000884
0.002645	0.001057
0.003055	0.001256
0.003513	0.001485
0.004024	0.001749
0.004591	0.002050
0.005218	0.002393
0.005909	0.002782
0.006670	0.003222
0.007503	0.003717
0.008414	0.004274
0.009407	0.004897
0.010486	0.005593
0.011656	0.006367
0.012920	0.007227
0.014284	0.008179
0.015752	0.009229
0.017327	0.010386
0.019014	0.011658
0.020817	0.013051
0.022739	0.014575
0.024783	0.016237
0.026954	0.018047
0.029254	0.020014
0.031686	0.022146
0.034252	0.024453
0.036955	0.026945
0.039796	0.029630
0.042777	0.032519
0.045899	0.035622
0.049162	0.038948
0.052566	0.042508
0.056112	0.046311
0.059798	0.050367
0.063623	0.054686
0.067586	0.059278
0.071684	0.064151
0.075914	0.069316
0.080273	0.074782
0.084757	0.080558
0.089361	0.086651
0.094081	0.093071
0.098910	0.099825
0.103843	0.106921
0.108872	0.114365
0.113990	0.122165
0.119189	0.130326
0.124461	0.138853
0.129797	0.147752
0.135186	0.157026
0.140619	0.166679
0.146084	0.176713
0.151572	0.187131
0.157070	0.197934
0.162567	0.209121
0.168049	0.220693
0.173504	0.232647
0.178919	0.244982
0.184280	0.257695
0.189574	0.270780
0.194787	0.284233
0.199904	0.298048
0.204910	0.312217
0.209792	0.326732
0.214535	0.341585
0.219125	0.356764
0.223546	0.372258
0.227784	0.388056
0.231825	0.404143
0.235654	0.420506
0.239257	0.437130
0.242621	0.453997
0.245732	0.471091
0.248576	0.488393
0.251142	0.505885
0.253416	0.523546
0.255387	0.541356
0.257043	0.559293
0.258373	0.577334
0.259368	0.595457
0.260018	0.613638
0.260314	0.631852
0.260248	0.650073
0.259813	0.668278
0.259002	0.686438
0.257809	0.704529
0.256230	0.722523
0.254262	0.740392
0.251900	0.758110
0.249143	0.775649
0.245990	0.792981
0.242440	0.810078
0.238496	0.826913
0.234157	0.843458
0.229428	0.859686
0.224312	0.875569
0.218815	0.891081
0.212941	0.906195
0.206698	0.920884
0.200093	0.935124
0.193136	0.948889
0.185836	0.962155
0.178204	0.974898
0.170251	0.987096
0.161990	0.998726
0.153434	1.009768
0.144597	1.020200
0.135494	1.030005
0.126141	1.039164
0.116554	1.047659
0.106750	1.055476
0.096746	1.062600
0.086561	1.069017
0.076213	1.074715
0.065722	1.079683
0.055106	1.083913
0.044386	1.087395
0.033582	1.090125
0.022715	1.092096
0.011804	1.093304
0.000871	1.093748
-0.010064	1.093426
-0.020980	1.092339
-0.031855	1.090490
-0.042671	1.087881
-0.053405	1.084518
-0.064039	1.080406
-0.074551	1.075555
-0.084923	1.069972
-0.095136	1.063669
-0.105170	1.056658
-0.115007	1.048950
-0.124630	1.040562
-0.134021	1.031507
-0.143165	1.021804
-0.152045	1.011471
-0.160647	1.000525
-0.168956	0.988987
-0.176958	0.976878
-0.184643	0.964220
-0.191996	0.951036
-0.199009	0.937349
-0.205670	0.923183
-0.211971	0.908563
-0.217904	0.893515
-0.223462	0.878065
-0.228639	0.862240
-0.233430	0.846065
-0.237831	0.829568
-0.241839	0.812778
-0.245451	0.795720
-0.248667	0.778424
-0.251487	0.760916
-0.253912	0.743225
-0.255943	0.725378
-0.257584	0.707402
-0.258837	0.689325
-0.259709	0.671174
-0.260204	0.652975
-0.260328	0.634754
-0.260089	0.616537
-0.259495	0.598350
-0.258554	0.580216
-0.257277	0.562160
-0.255672	0.544205
-0.253750	0.526373
-0.251524	0.508687
-0.249004	0.491167
-0.246203	0.473833
-0.243134	0.456704
-0.239809	0.439800
-0.236243	0.423137
-0.232449	0.406731
-0.228441	0.390599
-0.224233	0.374754
-0.219841	0.359211
-0.215277	0.343981
-0.210557	0.329075
-0.205697	0.314506
-0.200709	0.300281
-0.195608	0.286409
-0.190410	0.272898
-0.185128	0.259754
-0.179777	0.246982
-0.174370	0.234586
-0.168920	0.222571
-0.163441	0.210938
-0.157946	0.199690
-0.152448	0.188826
-0.146957	0.178347
-0.141487	0.168251
-0.136048	0.158538
-0.130652	0.149204
-0.125307	0.140245
-0.120024	0.131659
-0.114813	0.123440
-0.109681	0.115583
-0.104638	0.108083
-0.099689	0.100932
-0.094843	0.094124
-0.090106	0.087651
-0.085482	0.081506
-0.080979	0.075681
-0.076600	0.070167
-0.072349	0.064954
-0.068230	0.060035
-0.064245	0.055399
-0.060398	0.051037
-0.056689	0.046940
-0.053121	0.043097
-0.049694	0.039500
-0.046409	0.036137
-0.043265	0.032999
-0.040262	0.030076
-0.037398	0.027359
-0.034674	0.024837
-0.032086	0.022502
-0.029633	0.020342
-0.027312	0.018350
-0.025121	0.016516
-0.023056	0.014830
-0.021115	0.013285
-0.019293	0.011871
-0.017588	0.010581
-0.015995	0.009406
-0.014511	0.008339
-0.013131	0.007372
-0.011851	0.006498
-0.010666	0.005711
-0.009573	0.005003
-0.008567	0.004369
-0.007643	0.003802
-0.006797	0.003297
-0.006026	0.002849
-0.005323	0.002452
-0.004686	0.002102
-0.004110	0.001794
-0.003591	0.001525
-0.003125	0.001290
-0.002707	0.001086
-0.002335	0.000910
-0.002005	0.000758
-0.001713	0.000628
-0.001456	0.000518
-0.001231	0.000424
-0.001035	0.000345
-0.000864	0.000278
-0.000717	0.000223
-0.000591	0.000177
-0.000484	0.000140
-0.000393	0.000109
-0.000316	0.000085
-0.000252	0.000065
-0.000199	0.000049
-0.000156	0.000037
-0.000120	0.000027
-0.000092	0.000020
-0.000069	0.000014
-0.000051	0.000010
-0.000037	0.000007
-0.000027	0.000005
-0.000019	0.000003
-0.000013	0.000002
-0.000009	0.000001
-0.000006	0.000001
-0.000003	0.000000
-0.000002	0.000000
-0.000001	0.000000
-0.000001	0.000000
-0.000000	0.000000
-0.000000	0.000000
-0.000000	0.000000
-0.000000	0.000000
